Updated On,State,Sessions, Sites ,First Dose Administered,Second Dose Administered
26-07-2021,Tamil Nadu,796803,1559,17578231,3852606
27-07-2021,Tamil Nadu,720754,1532,17830930,3896325
28-07-2021,Tamil Nadu,0,0,18046934,3938942
29-07-2021,Tamil Nadu,879792,1644,18307571,4015804
30-07-2021,Tamil Nadu,934164,1732,18555545,4104587
31-07-2021,Tamil Nadu,905045,1717,18835602,4200590
01-08-2021,Tamil Nadu,567765,1117,19063195,4240379
02-08-2021,Tamil Nadu,908672,1713,19321702,4301034
03-08-2021,Tamil Nadu,773407,1523,19547901,4355738
04-08-2021,Tamil Nadu,866536,1713,19760942,4438327
05-08-2021,Tamil Nadu,863437,1734,19998737,4496827
06-08-2021,Tamil Nadu,827816,1717,20255133,4563281
07-08-2021,Tamil Nadu,864140,1691,20507625,4618531
08-08-2021,Tamil Nadu,594312,1237,20635755,4641745
09-08-2021,Tamil Nadu,790804,1654,20836674,4686034
10-08-2021,Tamil Nadu,,,,
11-08-2021,Tamil Nadu,,,,
12-08-2021,Tamil Nadu,,,,
13-08-2021,Tamil Nadu,,,,
14-08-2021,Tamil Nadu,,,,
15-08-2021,Tamil Nadu,,,,
16-01-2021,Telangana,111,102,317,0
17-01-2021,Telangana,528,326,437,0
18-01-2021,Telangana,1206,708,2463,0
19-01-2021,Telangana,1600,887,11169,0
20-01-2021,Telangana,2332,1009,11291,0
21-01-2021,Telangana,2893,1053,17837,0
22-01-2021,Telangana,2985,1057,24830,0
23-01-2021,Telangana,3133,1102,26183,0
24-01-2021,Telangana,3577,1366,27829,0
25-01-2021,Telangana,3669,1390,50646,0
26-01-2021,Telangana,3769,1432,51194,0
27-01-2021,Telangana,4211,1563,58306,0
28-01-2021,Telangana,4462,1610,78713,0
29-01-2021,Telangana,4510,1623,92418,0
30-01-2021,Telangana,4566,1629,95000,0
31-01-2021,Telangana,4610,1636,95057,0
01-02-2021,Telangana,4727,1669,95234,0
02-02-2021,Telangana,4895,1702,96413,0
03-02-2021,Telangana,5063,1736,103183,0
04-02-2021,Telangana,5307,1800,114647,0
05-02-2021,Telangana,5926,1937,121588,0
06-02-2021,Telangana,6363,2010,135977,0
07-02-2021,Telangana,6621,2062,136225,0
08-02-2021,Telangana,7083,2115,156285,0
09-02-2021,Telangana,7634,2221,171308,0
10-02-2021,Telangana,8037,2274,186195,0
11-02-2021,Telangana,8463,2414,198677,0
12-02-2021,Telangana,8808,2439,206864,0
13-02-2021,Telangana,9191,2443,209790,1929
14-02-2021,Telangana,9451,2468,210201,2337
15-02-2021,Telangana,10241,2472,219843,11479
16-02-2021,Telangana,10625,2474,250141,40856
17-02-2021,Telangana,11060,2474,250649,41264
18-02-2021,Telangana,11506,2475,260486,64934
19-02-2021,Telangana,11740,2479,276506,78781
20-02-2021,Telangana,11979,2483,277517,79662
21-02-2021,Telangana,12181,2483,277539,79928
22-02-2021,Telangana,12386,2485,278786,97476
23-02-2021,Telangana,12712,2488,279390,98321
24-02-2021,Telangana,13149,2508,281009,98354
25-02-2021,Telangana,13814,2613,283924,116470
26-02-2021,Telangana,14012,2673,291425,127664
27-02-2021,Telangana,14012,2673,291425,127664
28-02-2021,Telangana,14355,2697,291425,127664
01-03-2021,Telangana,14508,2708,291425,127664
02-03-2021,Telangana,15224,2782,297234,129321
03-03-2021,Telangana,16911,2887,306322,132292
04-03-2021,Telangana,17916,2932,322444,140364
05-03-2021,Telangana,20293,2957,341073,147131
06-03-2021,Telangana,23030,2964,362082,158716
07-03-2021,Telangana,23801,2985,363597,158772
08-03-2021,Telangana,25229,2992,389985,171242
09-03-2021,Telangana,110958,709,241595,183078
10-03-2021,Telangana,96630,605,256024,191812
11-03-2021,Telangana,28770,161,259321,192045
12-03-2021,Telangana,112730,774,275371,204839
13-03-2021,Telangana,68483,446,288451,207813
14-03-2021,Telangana,12600,70,290186,207834
15-03-2021,Telangana,95000,638,315832,212285
16-03-2021,Telangana,88470,595,507868,214705
17-03-2021,Telangana,79060,527,630011,215891
18-03-2021,Telangana,81890,564,661459,217122
19-03-2021,Telangana,85820,582,688667,218260
20-03-2021,Telangana,72150,482,720396,219545
21-03-2021,Telangana,8850,58,724262,219657
22-03-2021,Telangana,95000,679,758722,221001
23-03-2021,Telangana,90950,645,793939,222940
24-03-2021,Telangana,76500,525,828174,223757
25-03-2021,Telangana,97300,689,867030,226166
26-03-2021,Telangana,108552,781,905529,229300
27-03-2021,Telangana,83450,608,940796,230270
28-03-2021,Telangana,23800,143,942868,230297
29-03-2021,Telangana,64970,375,955419,230582
30-03-2021,Telangana,146920,948,997601,233405
31-03-2021,Telangana,138097,851,1030664,236573
01-04-2021,Telangana,157600,1120,1077830,240094
02-04-2021,Telangana,155901,1119,1140121,244744
03-04-2021,Telangana,134950,1045,1185843,248936
04-04-2021,Telangana,144101,1070,1227030,251833
05-04-2021,Telangana,168210,1222,1278480,256353
06-04-2021,Telangana,172291,1256,1313584,260027
07-04-2021,Telangana,168246,1209,1405944,270076
08-04-2021,Telangana,203055,1380,1504570,278547
09-04-2021,Telangana,204671,1352,1611380,286802
10-04-2021,Telangana,191175,1286,1763427,296498
11-04-2021,Telangana,187310,1252,1861282,299904
12-04-2021,Telangana,202400,1337,1982573,309467
13-04-2021,Telangana,172425,1190,2006982,311169
14-04-2021,Telangana,201865,1299,2129490,323121
15-04-2021,Telangana,202175,1338,2283343,338492
16-04-2021,Telangana,224375,1470,2447626,354437
17-04-2021,Telangana,208595,1370,2584964,367281
18-04-2021,Telangana,92975,675,2591096,369106
19-04-2021,Telangana,206150,1415,2742005,390535
20-04-2021,Telangana,204300,1305,2861258,410841
21-04-2021,Telangana,198015,1380,2965467,429176
22-04-2021,Telangana,232855,1474,3148315,456271
23-04-2021,Telangana,214731,1450,3332501,479360
24-04-2021,Telangana,199705,1389,3500047,503781
25-04-2021,Telangana,135990,977,3559142,512327
26-04-2021,Telangana,203525,1418,3744656,542319
27-04-2021,Telangana,161530,1166,3837190,562813
28-04-2021,Telangana,175095,1271,3955399,586665
29-04-2021,Telangana,150530,1114,4010610,602170
30-04-2021,Telangana,173565,1240,4151762,628422
01-05-2021,Telangana,79790,645,4157933,629611
02-05-2021,Telangana,45725,405,4158090,629721
03-05-2021,Telangana,123530,918,4178677,637243
04-05-2021,Telangana,138750,1111,4227755,653758
05-05-2021,Telangana,145750,1154,4275187,685400
06-05-2021,Telangana,156760,1154,4325903,716162
07-05-2021,Telangana,136425,1056,4376415,746157
08-05-2021,Telangana,137050,1124,4388638,814322
09-05-2021,Telangana,21160,144,4389592,815634
10-05-2021,Telangana,145950,1112,4406542,907358
11-05-2021,Telangana,147735,1090,4422419,984094
12-05-2021,Telangana,157085,1152,4432324,1008459
13-05-2021,Telangana,151790,1130,4442464,1037348
14-05-2021,Telangana,158278,1183,4450029,1063524
15-05-2021,Telangana,82305,631,4450028,1063710
16-05-2021,Telangana,26000,201,4450013,1063710
17-05-2021,Telangana,62130,478,4450594,1063918
18-05-2021,Telangana,55815,437,4451311,1065279
19-05-2021,Telangana,71808,535,4451824,1067949
20-05-2021,Telangana,93390,546,4452572,1070595
21-05-2021,Telangana,72507,486,4453033,1070947
22-05-2021,Telangana,94020,676,4453425,1073381
23-05-2021,Telangana,53810,420,4453837,1073696
24-05-2021,Telangana,68539,504,4454485,1075892
25-05-2021,Telangana,178468,1163,4462811,1126989
26-05-2021,Telangana,223929,1226,4477983,1175889
27-05-2021,Telangana,190786,1050,4495506,1208652
28-05-2021,Telangana,542584,1454,4577957,1229385
29-05-2021,Telangana,480778,1398,4672773,1245319
30-05-2021,Telangana,372856,918,4737360,1248100
31-05-2021,Telangana,323819,1029,4802730,1262079
01-06-2021,Telangana,322272,998,4878994,1272366
02-06-2021,Telangana,250288,694,4947737,1279186
03-06-2021,Telangana,308287,862,5033655,1287119
04-06-2021,Telangana,330941,884,5133125,1295262
05-06-2021,Telangana,460158,1056,5274798,1302258
06-06-2021,Telangana,361542,707,5391957,1303631
07-06-2021,Telangana,564272,1010,5554284,1311182
08-06-2021,Telangana,620748,969,5728537,1317547
09-06-2021,Telangana,501736,954,5900344,1323804
10-06-2021,Telangana,489595,933,6074863,1329916
11-06-2021,Telangana,562285,957,6279779,1336361
12-06-2021,Telangana,559787,945,6488020,1342844
13-06-2021,Telangana,459294,634,6636883,1344237
14-06-2021,Telangana,806885,1355,6817886,1349584
15-06-2021,Telangana,801843,1335,6979076,1354448
16-06-2021,Telangana,855498,1410,7151956,1359991
17-06-2021,Telangana,832572,1389,7327371,1367471
18-06-2021,Telangana,808466,1278,7499623,1375288
19-06-2021,Telangana,833808,1283,7684311,1385399
20-06-2021,Telangana,583616,860,7785158,1388763
21-06-2021,Telangana,744979,1157,7928931,1398637
22-06-2021,Telangana,680265,1182,8076582,1409938
23-06-2021,Telangana,709481,1402,8233390,1421143
24-06-2021,Telangana,847904,1521,8430040,1435563
25-06-2021,Telangana,813027,1538,8632930,1449442
26-06-2021,Telangana,840199,1553,8850210,1476755
27-06-2021,Telangana,664666,1162,8945567,1485528
28-06-2021,Telangana,853463,1570,9139505,1514820
29-06-2021,Telangana,836781,1589,9329183,1545489
30-06-2021,Telangana,993023,1534,9493724,1577691
01-07-2021,Telangana,653268,1475,9636141,1604275
02-07-2021,Telangana,632178,1463,9783478,1639731
03-07-2021,Telangana,685945,1461,9939364,1692138
04-07-2021,Telangana,120105,173,9945428,1702925
05-07-2021,Telangana,628723,1335,10077461,1752708
06-07-2021,Telangana,546028,1228,10173744,1792586
07-07-2021,Telangana,164888,204,10182849,1809846
08-07-2021,Telangana,387084,922,10249542,1856642
09-07-2021,Telangana,504708,1224,10353167,1919683
10-07-2021,Telangana,433125,1129,10417596,1977574
11-07-2021,Telangana,104932,98,10422316,1987589
12-07-2021,Telangana,490504,1323,10533342,2056656
13-07-2021,Telangana,474451,1311,10626050,2120365
14-07-2021,Telangana,152962,285,10707196,2133725
15-07-2021,Telangana,362604,1067,10762037,2200538
16-07-2021,Telangana,482112,1289,10833368,2315139
17-07-2021,Telangana,383169,1007,10868291,2399354
18-07-2021,Telangana,94125,96,10872534,2407855
19-07-2021,Telangana,430858,1262,10941162,2512826
20-07-2021,Telangana,232307,721,10956059,2545978
21-07-2021,Telangana,110631,168,10961026,2556296
22-07-2021,Telangana,491789,1274,11025806,2673827
23-07-2021,Telangana,423198,1209,11038921,2804292
24-07-2021,Telangana,507515,1349,11070089,2940722
25-07-2021,Telangana,87039,90,11074061,2946010
26-07-2021,Telangana,446898,1275,11107971,3059165
27-07-2021,Telangana,379859,1124,11133570,3140876
28-07-2021,Telangana,0,0,11140017,3151849
29-07-2021,Telangana,480813,1362,11176326,3280400
30-07-2021,Telangana,492963,1330,11205561,3380202
31-07-2021,Telangana,509004,1358,11249396,3483612
01-08-2021,Telangana,85842,94,11349272,3492455
02-08-2021,Telangana,429824,1219,11391372,3568732
03-08-2021,Telangana,453243,1308,11437002,3642214
04-08-2021,Telangana,118739,193,11446097,3649775
05-08-2021,Telangana,509802,1368,11485426,3752290
06-08-2021,Telangana,505753,1392,11548283,3828711
07-08-2021,Telangana,495968,1392,11589487,3893778
08-08-2021,Telangana,89215,114,11597334,3897010
09-08-2021,Telangana,525374,1403,11649268,3965624
10-08-2021,Telangana,,,,
11-08-2021,Telangana,,,,
12-08-2021,Telangana,,,,
13-08-2021,Telangana,,,,
14-08-2021,Telangana,,,,
15-08-2021,Telangana,,,,
16-01-2021,Tripura,21,18,107,0
17-01-2021,Tripura,72,41,107,0
18-01-2021,Tripura,114,65,230,0
19-01-2021,Tripura,144,75,681,0
20-01-2021,Tripura,232,116,687,0
21-01-2021,Tripura,313,138,1812,0
22-01-2021,Tripura,338,138,3321,0
23-01-2021,Tripura,439,149,3349,0
24-01-2021,Tripura,447,154,3774,0
25-01-2021,Tripura,447,154,9693,0
26-01-2021,Tripura,496,157,9946,0
27-01-2021,Tripura,621,160,12366,0
28-01-2021,Tripura,698,163,16668,0
29-01-2021,Tripura,747,164,19513,0
30-01-2021,Tripura,757,164,21342,0
31-01-2021,Tripura,803,166,21367,0
01-02-2021,Tripura,865,166,22996,0
02-02-2021,Tripura,923,167,24202,0
03-02-2021,Tripura,1000,173,24413,0
04-02-2021,Tripura,1072,186,27081,0
05-02-2021,Tripura,1175,202,29402,0
06-02-2021,Tripura,1243,216,32235,0
07-02-2021,Tripura,1297,229,32289,0
08-02-2021,Tripura,1399,253,37310,0
09-02-2021,Tripura,1477,266,42999,0
10-02-2021,Tripura,1560,276,45158,0
11-02-2021,Tripura,1669,284,51453,0
12-02-2021,Tripura,1752,292,57389,0
13-02-2021,Tripura,1793,295,61510,334
14-02-2021,Tripura,1857,297,61525,334
15-02-2021,Tripura,1905,298,66987,1510
16-02-2021,Tripura,1958,299,67171,1510
17-02-2021,Tripura,2084,300,69698,2376
18-02-2021,Tripura,2200,300,72899,6761
19-02-2021,Tripura,2280,300,79570,10994
20-02-2021,Tripura,2324,300,80875,11414
21-02-2021,Tripura,2387,301,80877,11414
22-02-2021,Tripura,2476,302,82561,14696
23-02-2021,Tripura,2588,302,84098,15986
24-02-2021,Tripura,2662,304,84636,16040
25-02-2021,Tripura,2771,304,86553,18915
26-02-2021,Tripura,2801,304,88089,21002
27-02-2021,Tripura,2801,304,88089,21002
28-02-2021,Tripura,2911,314,88089,21002
01-03-2021,Tripura,3106,324,88089,21002
02-03-2021,Tripura,3447,333,92853,23582
03-03-2021,Tripura,3758,355,94340,24774
04-03-2021,Tripura,4246,356,99422,26322
05-03-2021,Tripura,4454,359,104553,28254
06-03-2021,Tripura,4591,366,106718,28934
07-03-2021,Tripura,4690,371,106720,28937
08-03-2021,Tripura,5111,375,113725,32682
09-03-2021,Tripura,33000,173,87282,36879
10-03-2021,Tripura,9050,41,88029,37932
11-03-2021,Tripura,13300,79,88696,38994
12-03-2021,Tripura,36220,212,94396,45003
13-03-2021,Tripura,13700,62,96147,47232
14-03-2021,Tripura,1180,3,96435,47242
15-03-2021,Tripura,58100,340,108793,53918
16-03-2021,Tripura,55150,320,162040,57287
17-03-2021,Tripura,36000,168,170793,58141
18-03-2021,Tripura,87500,515,194882,61334
19-03-2021,Tripura,92350,556,223573,64138
20-03-2021,Tripura,86100,523,247875,65513
21-03-2021,Tripura,22500,159,257944,65642
22-03-2021,Tripura,105350,638,287869,67687
23-03-2021,Tripura,106350,642,337930,69642
24-03-2021,Tripura,126600,824,396634,70748
25-03-2021,Tripura,125000,827,459726,71995
26-03-2021,Tripura,124750,824,526236,72992
27-03-2021,Tripura,80350,520,551306,73342
28-03-2021,Tripura,27200,206,559037,73402
29-03-2021,Tripura,52001,244,560561,73405
30-03-2021,Tripura,90050,500,585980,74754
31-03-2021,Tripura,58450,282,597956,75656
01-04-2021,Tripura,88350,469,613140,76819
02-04-2021,Tripura,51500,223,625172,77694
03-04-2021,Tripura,70450,380,635930,78875
04-04-2021,Tripura,39600,193,645348,79823
05-04-2021,Tripura,105000,622,657921,81952
06-04-2021,Tripura,73950,404,668678,83035
07-04-2021,Tripura,67600,421,680375,84576
08-04-2021,Tripura,101050,633,698009,87409
09-04-2021,Tripura,105200,714,712932,89808
10-04-2021,Tripura,98680,631,720930,91265
11-04-2021,Tripura,98600,672,727172,91875
12-04-2021,Tripura,111300,747,737653,95157
13-04-2021,Tripura,110100,716,744903,97423
14-04-2021,Tripura,99950,663,746994,98151
15-04-2021,Tripura,83200,560,747073,98224
16-04-2021,Tripura,110400,692,756408,106053
17-04-2021,Tripura,104050,668,766208,113976
18-04-2021,Tripura,95150,634,769465,116601
19-04-2021,Tripura,106250,708,780166,130054
20-04-2021,Tripura,122250,846,790891,142902
21-04-2021,Tripura,118900,834,794856,146698
22-04-2021,Tripura,118250,833,799703,153794
23-04-2021,Tripura,105710,700,811199,173582
24-04-2021,Tripura,98350,638,820575,191246
25-04-2021,Tripura,67900,386,824638,196256
26-04-2021,Tripura,120400,795,840232,226275
27-04-2021,Tripura,119150,776,856586,256674
28-04-2021,Tripura,91700,559,866008,273654
29-04-2021,Tripura,114902,745,882252,307551
30-04-2021,Tripura,113300,752,898611,338150
01-05-2021,Tripura,100350,607,907499,354071
02-05-2021,Tripura,31100,234,909670,357374
03-05-2021,Tripura,108700,677,915489,369450
04-05-2021,Tripura,97700,541,921704,385564
05-05-2021,Tripura,97700,633,927468,401229
06-05-2021,Tripura,115480,702,936213,426187
07-05-2021,Tripura,123560,782,946489,449873
08-05-2021,Tripura,115060,711,952947,465675
09-05-2021,Tripura,48150,342,953744,467767
10-05-2021,Tripura,111850,678,960991,485255
11-05-2021,Tripura,125500,796,966997,498371
12-05-2021,Tripura,63150,407,968790,500954
13-05-2021,Tripura,84720,524,974828,505038
14-05-2021,Tripura,56680,390,980319,505685
15-05-2021,Tripura,88270,554,985530,506661
16-05-2021,Tripura,9700,67,985851,506767
17-05-2021,Tripura,33820,201,995017,506831
18-05-2021,Tripura,29331,152,1005122,506886
19-05-2021,Tripura,21080,117,1013813,506899
20-05-2021,Tripura,23740,143,1020857,506928
21-05-2021,Tripura,36576,214,1028248,506953
22-05-2021,Tripura,90170,417,1044552,506995
23-05-2021,Tripura,22501,116,1047296,507009
24-05-2021,Tripura,66421,453,1053532,507125
25-05-2021,Tripura,71803,493,1058833,507242
26-05-2021,Tripura,40710,244,1060986,507312
27-05-2021,Tripura,63190,375,1063835,507412
28-05-2021,Tripura,53272,313,1067114,507489
29-05-2021,Tripura,122014,350,1080636,507573
30-05-2021,Tripura,90270,126,1094499,507578
31-05-2021,Tripura,63010,208,1103113,507671
01-06-2021,Tripura,50870,195,1107337,507716
02-06-2021,Tripura,28570,100,1110714,507776
03-06-2021,Tripura,46930,186,1116768,507852
04-06-2021,Tripura,53261,201,1123405,507979
05-06-2021,Tripura,58390,231,1127599,508044
06-06-2021,Tripura,20740,60,1128612,508061
07-06-2021,Tripura,53540,221,1132397,508241
08-06-2021,Tripura,62480,249,1135952,508430
09-06-2021,Tripura,47810,159,1137795,508534
10-06-2021,Tripura,76680,285,1141134,508865
11-06-2021,Tripura,65380,229,1143222,509166
12-06-2021,Tripura,68150,216,1147382,512537
13-06-2021,Tripura,40730,84,1148442,512654
14-06-2021,Tripura,155437,406,1164688,517001
15-06-2021,Tripura,182673,430,1185855,520287
16-06-2021,Tripura,156174,300,1213866,522458
17-06-2021,Tripura,224427,548,1264502,526758
18-06-2021,Tripura,240339,542,1328982,531895
19-06-2021,Tripura,229029,528,1383797,537069
20-06-2021,Tripura,287354,314,1403613,539093
21-06-2021,Tripura,724868,1004,1549142,544109
22-06-2021,Tripura,699868,1008,1733843,551502
23-06-2021,Tripura,276740,388,1788351,556624
24-06-2021,Tripura,285635,590,1834177,562598
25-06-2021,Tripura,187282,436,1861984,566571
26-06-2021,Tripura,262948,397,1894007,573667
27-06-2021,Tripura,111921,171,1899573,574902
28-06-2021,Tripura,251266,471,1926146,584797
29-06-2021,Tripura,186350,439,1946066,590929
30-06-2021,Tripura,80909,225,1955929,594414
01-07-2021,Tripura,200556,467,1969442,599459
02-07-2021,Tripura,227050,494,1987663,608286
03-07-2021,Tripura,200346,407,1998901,614586
04-07-2021,Tripura,13838,40,2000280,615111
05-07-2021,Tripura,134211,345,2009213,620835
06-07-2021,Tripura,150142,380,2017943,624659
07-07-2021,Tripura,78379,195,2022188,626383
08-07-2021,Tripura,156069,362,2031459,631153
09-07-2021,Tripura,154017,387,2043269,637852
10-07-2021,Tripura,181994,415,2058009,647442
11-07-2021,Tripura,14600,35,2060295,648572
12-07-2021,Tripura,181352,472,2074654,659030
13-07-2021,Tripura,215577,522,2088117,667412
14-07-2021,Tripura,86497,249,2109378,673026
15-07-2021,Tripura,225464,541,2126035,682418
16-07-2021,Tripura,219170,503,2137737,689963
17-07-2021,Tripura,116367,317,2140335,692203
18-07-2021,Tripura,10803,28,2141163,692737
19-07-2021,Tripura,227312,521,2153655,702130
20-07-2021,Tripura,200990,509,2163480,710671
21-07-2021,Tripura,48271,171,2165745,712852
22-07-2021,Tripura,280316,738,2177099,722220
23-07-2021,Tripura,363792,856,2190299,731127
24-07-2021,Tripura,392419,967,2209808,741792
25-07-2021,Tripura,322205,773,2226413,746232
26-07-2021,Tripura,420866,1005,2245548,754316
27-07-2021,Tripura,431406,1034,2272429,762611
28-07-2021,Tripura,0,0,2305601,771115
29-07-2021,Tripura,466207,1045,2325845,776506
30-07-2021,Tripura,428884,986,2343012,781347
31-07-2021,Tripura,425668,985,2360019,785182
01-08-2021,Tripura,152872,464,2378296,785844
02-08-2021,Tripura,244562,749,2383624,788847
03-08-2021,Tripura,237630,746,2389080,791672
04-08-2021,Tripura,177568,556,2393062,793575
05-08-2021,Tripura,237736,741,2396498,795847
06-08-2021,Tripura,222315,694,2402094,798041
07-08-2021,Tripura,215150,675,2405290,800109
08-08-2021,Tripura,29149,134,2406606,800316
09-08-2021,Tripura,211896,665,2411195,804099
10-08-2021,Tripura,,,,
11-08-2021,Tripura,,,,
12-08-2021,Tripura,,,,
13-08-2021,Tripura,,,,
14-08-2021,Tripura,,,,
15-08-2021,Tripura,,,,
16-01-2021,Uttar Pradesh,380,327,2212,0
17-01-2021,Uttar Pradesh,384,330,2224,0
18-01-2021,Uttar Pradesh,427,338,1532,0
19-01-2021,Uttar Pradesh,663,431,1568,0
20-01-2021,Uttar Pradesh,2065,1210,1568,0
21-01-2021,Uttar Pradesh,3092,1688,1578,0
22-01-2021,Uttar Pradesh,3109,1692,21325,0
23-01-2021,Uttar Pradesh,3596,1751,30644,0
24-01-2021,Uttar Pradesh,5188,2369,43669,0
25-01-2021,Uttar Pradesh,6598,2884,59780,0
26-01-2021,Uttar Pradesh,7881,3223,62477,0
27-01-2021,Uttar Pradesh,8581,3431,95724,0
28-01-2021,Uttar Pradesh,8733,3475,268081,0
29-01-2021,Uttar Pradesh,8824,3486,429946,0
30-01-2021,Uttar Pradesh,9585,3563,433040,0
31-01-2021,Uttar Pradesh,10074,3595,434185,0
01-02-2021,Uttar Pradesh,10612,3672,434549,0
02-02-2021,Uttar Pradesh,10999,3803,435502,0
03-02-2021,Uttar Pradesh,11474,3946,435645,0
04-02-2021,Uttar Pradesh,11579,3985,555622,0
05-02-2021,Uttar Pradesh,11608,3986,636917,0
06-02-2021,Uttar Pradesh,11624,3987,638107,0
07-02-2021,Uttar Pradesh,11726,4006,638805,0
08-02-2021,Uttar Pradesh,12572,4225,640144,0
09-02-2021,Uttar Pradesh,14324,4647,640845,0
10-02-2021,Uttar Pradesh,15518,4946,643010,0
11-02-2021,Uttar Pradesh,15883,5043,746208,0
12-02-2021,Uttar Pradesh,16539,5111,863157,0
13-02-2021,Uttar Pradesh,18476,5360,864379,2
14-02-2021,Uttar Pradesh,18807,5415,864487,2
15-02-2021,Uttar Pradesh,19455,5531,955423,19788
16-02-2021,Uttar Pradesh,21314,5864,956093,19814
17-02-2021,Uttar Pradesh,22689,6029,956274,19814
